source_key	target_key	equal
model.25.cv2.bn.running_mean	model.26.cv2.bn.running_mean	True
model.25.cv2.bn.running_var	model.26.cv2.bn.running_var	True
model.25.cv2.bn.num_batches_tracked	model.26.cv2.bn.num_batches_tracked	True
model.25.m.0.conv1.conv.weight	model.26.m.0.conv1.conv.weight	True
model.25.m.0.conv1.bn.weight	model.26.m.0.conv1.bn.weight	True
model.25.m.0.conv1.bn.bias	model.26.m.0.conv1.bn.bias	True
model.25.m.0.conv1.bn.running_mean	model.26.m.0.conv1.bn.running_mean	True
model.25.m.0.conv1.bn.running_var	model.26.m.0.conv1.bn.running_var	True
model.25.m.0.conv1.bn.num_batches_tracked	model.26.m.0.conv1.bn.num_batches_tracked	True
model.25.m.0.conv2.conv.weight	model.26.m.0.conv2.conv.weight	True
model.25.m.0.conv2.bn.weight	model.26.m.0.conv2.bn.weight	True
model.25.m.0.conv2.bn.bias	model.26.m.0.conv2.bn.bias	True
model.25.m.0.conv2.bn.running_mean	model.26.m.0.conv2.bn.running_mean	True
model.25.m.0.conv2.bn.running_var	model.26.m.0.conv2.bn.running_var	True
model.25.m.0.conv2.bn.num_batches_tracked	model.26.m.0.conv2.bn.num_batches_tracked	True
model.25.m.1.conv1.conv.weight	model.26.m.1.conv1.conv.weight	True
model.25.m.1.conv1.bn.weight	model.26.m.1.conv1.bn.weight	True
model.25.m.1.conv1.bn.bias	model.26.m.1.conv1.bn.bias	True
model.25.m.1.conv1.bn.running_mean	model.26.m.1.conv1.bn.running_mean	True
model.25.m.1.conv1.bn.running_var	model.26.m.1.conv1.bn.running_var	True
model.25.m.1.conv1.bn.num_batches_tracked	model.26.m.1.conv1.bn.num_batches_tracked	True
model.25.m.1.conv2.conv.weight	model.26.m.1.conv2.conv.weight	True
model.25.m.1.conv2.bn.weight	model.26.m.1.conv2.bn.weight	True
model.25.m.1.conv2.bn.bias	model.26.m.1.conv2.bn.bias	True
model.25.m.1.conv2.bn.running_mean	model.26.m.1.conv2.bn.running_mean	True
model.25.m.1.conv2.bn.running_var	model.26.m.1.conv2.bn.running_var	True
model.25.m.1.conv2.bn.num_batches_tracked	model.26.m.1.conv2.bn.num_batches_tracked	True
model.25.m.2.conv1.conv.weight	model.26.m.2.conv1.conv.weight	True
model.25.m.2.conv1.bn.weight	model.26.m.2.conv1.bn.weight	True
model.25.m.2.conv1.bn.bias	model.26.m.2.conv1.bn.bias	True
model.25.m.2.conv1.bn.running_mean	model.26.m.2.conv1.bn.running_mean	True
model.25.m.2.conv1.bn.running_var	model.26.m.2.conv1.bn.running_var	True
model.25.m.2.conv1.bn.num_batches_tracked	model.26.m.2.conv1.bn.num_batches_tracked	True
model.25.m.2.conv2.conv.weight	model.26.m.2.conv2.conv.weight	True
model.25.m.2.conv2.bn.weight	model.26.m.2.conv2.bn.weight	True
model.25.m.2.conv2.bn.bias	model.26.m.2.conv2.bn.bias	True
model.25.m.2.conv2.bn.running_mean	model.26.m.2.conv2.bn.running_mean	True
model.25.m.2.conv2.bn.running_var	model.26.m.2.conv2.bn.running_var	True
model.25.m.2.conv2.bn.num_batches_tracked	model.26.m.2.conv2.bn.num_batches_tracked	True
model.25.cv3.conv.weight	model.26.cv3.conv.weight	True
model.25.cv3.bn.weight	model.26.cv3.bn.weight	True
model.25.cv3.bn.bias	model.26.cv3.bn.bias	True
model.25.cv3.bn.running_mean	model.26.cv3.bn.running_mean	True
model.25.cv3.bn.running_var	model.26.cv3.bn.running_var	True
model.25.cv3.bn.num_batches_tracked	model.26.cv3.bn.num_batches_tracked	True
model.26.input_proj.0.0.weight	model.27.input_proj.0.0.weight	True
model.26.input_proj.0.1.weight	model.27.input_proj.0.1.weight	True
model.26.input_proj.0.1.bias	model.27.input_proj.0.1.bias	True
model.26.input_proj.0.1.running_mean	model.27.input_proj.0.1.running_mean	True
model.26.input_proj.0.1.running_var	model.27.input_proj.0.1.running_var	True
model.26.input_proj.0.1.num_batches_tracked	model.27.input_proj.0.1.num_batches_tracked	True
model.26.input_proj.1.0.weight	model.27.input_proj.1.0.weight	True
model.26.input_proj.1.1.weight	model.27.input_proj.1.1.weight	True
model.26.input_proj.1.1.bias	model.27.input_proj.1.1.bias	True
model.26.input_proj.1.1.running_mean	model.27.input_proj.1.1.running_mean	True
model.26.input_proj.1.1.running_var	model.27.input_proj.1.1.running_var	True
model.26.input_proj.1.1.num_batches_tracked	model.27.input_proj.1.1.num_batches_tracked	True
model.26.input_proj.2.0.weight	model.27.input_proj.2.0.weight	True
model.26.input_proj.2.1.weight	model.27.input_proj.2.1.weight	True
model.26.input_proj.2.1.bias	model.27.input_proj.2.1.bias	True
model.26.input_proj.2.1.running_mean	model.27.input_proj.2.1.running_mean	True
model.26.input_proj.2.1.running_var	model.27.input_proj.2.1.running_var	True
model.26.input_proj.2.1.num_batches_tracked	model.27.input_proj.2.1.num_batches_tracked	True
model.26.decoder.layers.0.self_attn.in_proj_weight	model.27.decoder.layers.0.self_attn.in_proj_weight	True
model.26.decoder.layers.0.self_attn.in_proj_bias	model.27.decoder.layers.0.self_attn.in_proj_bias	True
model.26.decoder.layers.0.self_attn.out_proj.weight	model.27.decoder.layers.0.self_attn.out_proj.weight	True
model.26.decoder.layers.0.self_attn.out_proj.bias	model.27.decoder.layers.0.self_attn.out_proj.bias	True
model.26.decoder.layers.0.norm1.weight	model.27.decoder.layers.0.norm1.weight	True
model.26.decoder.layers.0.norm1.bias	model.27.decoder.layers.0.norm1.bias	True
model.26.decoder.layers.0.cross_attn.sampling_offsets.weight	model.27.decoder.layers.0.cross_attn.sampling_offsets.weight	True
model.26.decoder.layers.0.cross_attn.sampling_offsets.bias	model.27.decoder.layers.0.cross_attn.sampling_offsets.bias	True
model.26.decoder.layers.0.cross_attn.attention_weights.weight	model.27.decoder.layers.0.cross_attn.attention_weights.weight	True
model.26.decoder.layers.0.cross_attn.attention_weights.bias	model.27.decoder.layers.0.cross_attn.attention_weights.bias	True
model.26.decoder.layers.0.cross_attn.value_proj.weight	model.27.decoder.layers.0.cross_attn.value_proj.weight	True
model.26.decoder.layers.0.cross_attn.value_proj.bias	model.27.decoder.layers.0.cross_attn.value_proj.bias	True
model.26.decoder.layers.0.cross_attn.output_proj.weight	model.27.decoder.layers.0.cross_attn.output_proj.weight	True
model.26.decoder.layers.0.cross_attn.output_proj.bias	model.27.decoder.layers.0.cross_attn.output_proj.bias	True
model.26.decoder.layers.0.norm2.weight	model.27.decoder.layers.0.norm2.weight	True
model.26.decoder.layers.0.norm2.bias	model.27.decoder.layers.0.norm2.bias	True
model.26.decoder.layers.0.linear1.weight	model.27.decoder.layers.0.linear1.weight	True
model.26.decoder.layers.0.linear1.bias	model.27.decoder.layers.0.linear1.bias	True
model.26.decoder.layers.0.linear2.weight	model.27.decoder.layers.0.linear2.weight	True
model.26.decoder.layers.0.linear2.bias	model.27.decoder.layers.0.linear2.bias	True
model.26.decoder.layers.0.norm3.weight	model.27.decoder.layers.0.norm3.weight	True
model.26.decoder.layers.0.norm3.bias	model.27.decoder.layers.0.norm3.bias	True
model.26.decoder.layers.1.self_attn.in_proj_weight	model.27.decoder.layers.1.self_attn.in_proj_weight	True
model.26.decoder.layers.1.self_attn.in_proj_bias	model.27.decoder.layers.1.self_attn.in_proj_bias	True
model.26.decoder.layers.1.self_attn.out_proj.weight	model.27.decoder.layers.1.self_attn.out_proj.weight	True
model.26.decoder.layers.1.self_attn.out_proj.bias	model.27.decoder.layers.1.self_attn.out_proj.bias	True
model.26.decoder.layers.1.norm1.weight	model.27.decoder.layers.1.norm1.weight	True
model.26.decoder.layers.1.norm1.bias	model.27.decoder.layers.1.norm1.bias	True
model.26.decoder.layers.1.cross_attn.sampling_offsets.weight	model.27.decoder.layers.1.cross_attn.sampling_offsets.weight	True
model.26.decoder.layers.1.cross_attn.sampling_offsets.bias	model.27.decoder.layers.1.cross_attn.sampling_offsets.bias	True
model.26.decoder.layers.1.cross_attn.attention_weights.weight	model.27.decoder.layers.1.cross_attn.attention_weights.weight	True
model.26.decoder.layers.1.cross_attn.attention_weights.bias	model.27.decoder.layers.1.cross_attn.attention_weights.bias	True
model.26.decoder.layers.1.cross_attn.value_proj.weight	model.27.decoder.layers.1.cross_attn.value_proj.weight	True
model.26.decoder.layers.1.cross_attn.value_proj.bias	model.27.decoder.layers.1.cross_attn.value_proj.bias	True
model.26.decoder.layers.1.cross_attn.output_proj.weight	model.27.decoder.layers.1.cross_attn.output_proj.weight	True
model.26.decoder.layers.1.cross_attn.output_proj.bias	model.27.decoder.layers.1.cross_attn.output_proj.bias	True
model.26.decoder.layers.1.norm2.weight	model.27.decoder.layers.1.norm2.weight	True
model.26.decoder.layers.1.norm2.bias	model.27.decoder.layers.1.norm2.bias	True
model.26.decoder.layers.1.linear1.weight	model.27.decoder.layers.1.linear1.weight	True
model.26.decoder.layers.1.linear1.bias	model.27.decoder.layers.1.linear1.bias	True
model.26.decoder.layers.1.linear2.weight	model.27.decoder.layers.1.linear2.weight	True
model.26.decoder.layers.1.linear2.bias	model.27.decoder.layers.1.linear2.bias	True
model.26.decoder.layers.1.norm3.weight	model.27.decoder.layers.1.norm3.weight	True
model.26.decoder.layers.1.norm3.bias	model.27.decoder.layers.1.norm3.bias	True
model.26.decoder.layers.2.self_attn.in_proj_weight	model.27.decoder.layers.2.self_attn.in_proj_weight	True
model.26.decoder.layers.2.self_attn.in_proj_bias	model.27.decoder.layers.2.self_attn.in_proj_bias	True
model.26.decoder.layers.2.self_attn.out_proj.weight	model.27.decoder.layers.2.self_attn.out_proj.weight	True
model.26.decoder.layers.2.self_attn.out_proj.bias	model.27.decoder.layers.2.self_attn.out_proj.bias	True
model.26.decoder.layers.2.norm1.weight	model.27.decoder.layers.2.norm1.weight	True
model.26.decoder.layers.2.norm1.bias	model.27.decoder.layers.2.norm1.bias	True
model.26.decoder.layers.2.cross_attn.sampling_offsets.weight	model.27.decoder.layers.2.cross_attn.sampling_offsets.weight	True
model.26.decoder.layers.2.cross_attn.sampling_offsets.bias	model.27.decoder.layers.2.cross_attn.sampling_offsets.bias	True
model.26.decoder.layers.2.cross_attn.attention_weights.weight	model.27.decoder.layers.2.cross_attn.attention_weights.weight	True
model.26.decoder.layers.2.cross_attn.attention_weights.bias	model.27.decoder.layers.2.cross_attn.attention_weights.bias	True
model.26.decoder.layers.2.cross_attn.value_proj.weight	model.27.decoder.layers.2.cross_attn.value_proj.weight	True
model.26.decoder.layers.2.cross_attn.value_proj.bias	model.27.decoder.layers.2.cross_attn.value_proj.bias	True
model.26.decoder.layers.2.cross_attn.output_proj.weight	model.27.decoder.layers.2.cross_attn.output_proj.weight	True
model.26.decoder.layers.2.cross_attn.output_proj.bias	model.27.decoder.layers.2.cross_attn.output_proj.bias	True
model.26.decoder.layers.2.norm2.weight	model.27.decoder.layers.2.norm2.weight	True
model.26.decoder.layers.2.norm2.bias	model.27.decoder.layers.2.norm2.bias	True
model.26.decoder.layers.2.linear1.weight	model.27.decoder.layers.2.linear1.weight	True
model.26.decoder.layers.2.linear1.bias	model.27.decoder.layers.2.linear1.bias	True
model.26.decoder.layers.2.linear2.weight	model.27.decoder.layers.2.linear2.weight	True
model.26.decoder.layers.2.linear2.bias	model.27.decoder.layers.2.linear2.bias	True
model.26.decoder.layers.2.norm3.weight	model.27.decoder.layers.2.norm3.weight	True
model.26.decoder.layers.2.norm3.bias	model.27.decoder.layers.2.norm3.bias	True
model.26.denoising_class_embed.weight	model.27.denoising_class_embed.weight	True
model.26.query_pos_head.layers.0.weight	model.27.query_pos_head.layers.0.weight	True
model.26.query_pos_head.layers.0.bias	model.27.query_pos_head.layers.0.bias	True
model.26.query_pos_head.layers.1.weight	model.27.query_pos_head.layers.1.weight	True
model.26.query_pos_head.layers.1.bias	model.27.query_pos_head.layers.1.bias	True
model.26.enc_output.0.weight	model.27.enc_output.0.weight	True
model.26.enc_output.0.bias	model.27.enc_output.0.bias	True
model.26.enc_output.1.weight	model.27.enc_output.1.weight	True
model.26.enc_output.1.bias	model.27.enc_output.1.bias	True
model.26.enc_score_head.weight	model.27.enc_score_head.weight	True
model.26.enc_score_head.bias	model.27.enc_score_head.bias	True
model.26.enc_bbox_head.layers.0.weight	model.27.enc_bbox_head.layers.0.weight	True
model.26.enc_bbox_head.layers.0.bias	model.27.enc_bbox_head.layers.0.bias	True
model.26.enc_bbox_head.layers.1.weight	model.27.enc_bbox_head.layers.1.weight	True
model.26.enc_bbox_head.layers.1.bias	model.27.enc_bbox_head.layers.1.bias	True
model.26.enc_bbox_head.layers.2.weight	model.27.enc_bbox_head.layers.2.weight	True
model.26.enc_bbox_head.layers.2.bias	model.27.enc_bbox_head.layers.2.bias	True
model.26.dec_score_head.0.weight	model.27.dec_score_head.0.weight	True
model.26.dec_score_head.0.bias	model.27.dec_score_head.0.bias	True
model.26.dec_score_head.1.weight	model.27.dec_score_head.1.weight	True
model.26.dec_score_head.1.bias	model.27.dec_score_head.1.bias	True
model.26.dec_score_head.2.weight	model.27.dec_score_head.2.weight	True
model.26.dec_score_head.2.bias	model.27.dec_score_head.2.bias	True
model.26.dec_bbox_head.0.layers.0.weight	model.27.dec_bbox_head.0.layers.0.weight	True
model.26.dec_bbox_head.0.layers.0.bias	model.27.dec_bbox_head.0.layers.0.bias	True
model.26.dec_bbox_head.0.layers.1.weight	model.27.dec_bbox_head.0.layers.1.weight	True
model.26.dec_bbox_head.0.layers.1.bias	model.27.dec_bbox_head.0.layers.1.bias	True
model.26.dec_bbox_head.0.layers.2.weight	model.27.dec_bbox_head.0.layers.2.weight	True
model.26.dec_bbox_head.0.layers.2.bias	model.27.dec_bbox_head.0.layers.2.bias	True
model.26.dec_bbox_head.1.layers.0.weight	model.27.dec_bbox_head.1.layers.0.weight	True
model.26.dec_bbox_head.1.layers.0.bias	model.27.dec_bbox_head.1.layers.0.bias	True
model.26.dec_bbox_head.1.layers.1.weight	model.27.dec_bbox_head.1.layers.1.weight	True
model.26.dec_bbox_head.1.layers.1.bias	model.27.dec_bbox_head.1.layers.1.bias	True
model.26.dec_bbox_head.1.layers.2.weight	model.27.dec_bbox_head.1.layers.2.weight	True
model.26.dec_bbox_head.1.layers.2.bias	model.27.dec_bbox_head.1.layers.2.bias	True
model.26.dec_bbox_head.2.layers.0.weight	model.27.dec_bbox_head.2.layers.0.weight	True
model.26.dec_bbox_head.2.layers.0.bias	model.27.dec_bbox_head.2.layers.0.bias	True
model.26.dec_bbox_head.2.layers.1.weight	model.27.dec_bbox_head.2.layers.1.weight	True
model.26.dec_bbox_head.2.layers.1.bias	model.27.dec_bbox_head.2.layers.1.bias	True
model.26.dec_bbox_head.2.layers.2.weight	model.27.dec_bbox_head.2.layers.2.weight	True
model.26.dec_bbox_head.2.layers.2.bias	model.27.dec_bbox_head.2.layers.2.bias	True
